Application_ID,Application_Date,Sanction_Date,Disbursal_Date,Borrower_Name,Age,Gender,Marital_Status,Dependents,PAN,Aadhaar,Mobile,Email,Property_City,Property_State,Property_Pincode,Employment_Type,Employer_Name,Years_With_Employer,Monthly_Income_Stated,Annual_Income_Stated,Actual_Bank_Credit_Monthly,ITR_Income_Last_FY,ITR_Income_Prev_FY,Form16_Available,Loan_Purpose,Property_Type,Market_Value_INR,Loan_Amount_INR,LTV_Ratio,Down_Payment_INR,Down_Payment_Source,Tenure_Years,Interest_Rate_pct,EMI_INR,FOIR,Existing_Monthly_EMI,Co_Applicant,Co_Applicant_Name,Co_Applicant_Annual_Income,CIBIL_Score,Num_Credit_Enquiries_Last_30D,Prev_Loan_Bank,Prev_Default_History,Valuation_Agency,Legal_Opinion,CERSAI_Checked,RERA_Registered,Title_Chain_Clear,EC_Years_Verified,Disbursement_Mode,Broker_Involved,Broker_DSA_Name,First_EMI_Status,DPD_Bucket_Current,Loan_Status,NPA_Date,Fraud_Type,Fraud_Label_01,Anomaly_Notes,Email_Name_Mismatch,Signature_Mismatch,ID_Docs_Altered,Salary_Round_Figure_Flag,PF_Deduction_Missing,Salary_Credited_From_Personal_Acct,ITR_Filed_Just_Before_Application,Month_End_Fund_Parking,Valuation_Inflation_Flag,OC_CC_Available,Disbursement_To_NonSeller_Flag,Legal_Opinion_TAT_Hours,Bank_Statement_Tampered,PDF_Metadata_Anomaly,Borrower_Unreachable,AML_Flag,Loan_Foreclosed_Within_6M,PEP_Involved,Overseas_Wire_Transfer_Detected
HL201205960,15-03-2012,29-03-2012,08-04-2012,Santosh Joshi,39.0,Male,Married,2.0,BDNXO7120H,2064 9359 5184,+91 7739242136,santosh.joshi@outlook.com,Indore,Madhya Pradesh,173812.0,Salaried,TCS,14.0,134604,1615248.0,127157.0,1510395.0,1280895.0,Yes,Purchase,Row House,17420429,13413730,0.77,4006699,Family Gift,27,9.97,119642,0.89,19322,Yes,Bharat Mishra,1028784.0,693.0,1,Axis Bank,,Empanelled Valuer A,Adverse,Yes,Not Applicable,Yes,23.0,Cash,No,,Bounced,90+,Written Off,,STRATEGIC_DEFAULT,1,Funds drained within 72hrs of disbursal; borrower uncontactable post-disbursal,0,No,No,No,No,No,No,No,No,Yes,No,19,No,No,No,No,No,No,Yes
HL201601142,11-02-2016,21-02-2016,08-03-2016,Bharat Joshi,61.0,Male,Married,3.0,RIKZM9538I,5101 2452 8046,+91 7523746607,bharat_joshi@hotmail.com,Hyderabad,Telangana,687886.0,Self-Employed Business,Self,7.0,353889,4246668.0,346921.0,4035206.0,3764663.0,,Purchase,Row House,17843384,12490368,0.7,5353016,Own Savings,26,8.73,101435,0.29,9296,No,,0.0,686.0,0,SBI,1 DPD,Empanelled Valuer A,Conditional Clear,Yes,Not Applicable,Yes,14.0,Cash,Yes,DSA/Mishra Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,Yes,No,No,No,No,Yes,No,97,No,No,No,No,No,No,No
HL202309932,08-09-2023,22-09-2023,05-10-2023,Neha Rao,29.0,Female,Widowed,4.0,FSGLC1645Z,8929 1888 6645,+91 9622111033,neha51@outlook.com,Thane,Maharashtra,318311.0,Salaried,Sun Pharma,9.0,182363,2188356.0,162499.0,2207101.0,1897854.0,,Repair/Renovation,Row House,4721412,3210560,0.68,1510852,Unknown,5,7.57,64439,0.35,19418,No,,0.0,693.0,1,PNB,,Empanelled Valuer A,Clear,Post-Sanction Only,Not Applicable,Yes,11.0,NEFT to Seller,No,,Paid,61-90,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,65,No,No,No,No,No,No,No
HL200709758,06-07-2007,28-07-2007,14-08-2007,Asha Pillai,46.0,Female,Married,1.0,RTSAY6027P,3539 2596 8028,+91 7648788371,asha_pillai@hotmail.com,Patna,Bihar,493414.0,Self-Employed Professional,Self,10.0,268884,3226608.0,232111.0,3546912.0,2918239.0,,Repair/Renovation,Flat/Apartment,7735709,6188567,0.8,1547142,Own Savings,30,9.9,53852,0.2,8974,No,,0.0,716.0,2,HDFC Bank,,Third Party Valuer,Clear,Post-Sanction Only,No,No,16.0,NEFT to Seller,No,,Bounced,61-90,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,38,No,No,No,No,No,No,No
HL200706546,06-08-2007,14-08-2007,29-08-2007,Rajesh Bansal,57.0,Female,Single,4.0,SARAN6742B,7999 3402 2518,+91 7665940014,rajesh.bansal@hotmail.com,Indore,Madhya Pradesh,703320.0,Self-Employed Professional,Self,13.0,129215,1550580.0,127020.0,1629065.0,1328993.0,,Extension,Row House,14944026,9863057,0.66,5080969,Family Gift,27,7.6,71743,0.56,9009,No,,0.0,708.0,1,IndusInd Bank,,Empanelled Valuer B,Conditional Clear,Yes,Not Applicable,,17.0,Cheque,Yes,DSA/Khanna Associates,Delayed,61-90,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,43,No,No,No,No,No,No,No
HL201906943,28-05-2019,26-06-2019,13-07-2019,Asha Shah,49.0,Female,Married,1.0,FBFVZ3317E,6961 1646 2512,+91 9804984525,ashashah@hotmail.com,Ghaziabad,Uttar Pradesh,146534.0,Salaried,Axis Bank,2.0,244450,2933400.0,208239.0,3148224.0,2519118.0,Yes,Extension,Independent House,23709740,15411331,0.65,8298409,Family Gift,5,8.63,317153,1.3,2712,No,,0.0,763.0,4,ICICI Bank,2+ DPD,Empanelled Valuer A,Clear,Yes,Not Applicable,Yes,18.0,Cheque,Yes,DSA/Rao Associates,Paid,31-60,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,112,No,No,No,No,No,No,No
HL202006572,23-10-2020,09-11-2020,,Deepak Tiwari,58.0,Female,Single,3.0,WOCQT8860H,6466 6658 7273,+91 9368381200,deepak66@yahoo.com,Noida,Uttar Pradesh,516807.0,Salaried,Reliance Industries,10.0,109350,1312200.0,112548.0,1286225.0,1131411.0,Yes,Balance Transfer,Flat/Apartment,14184490,8936228,0.63,5248262,Own Savings,24,11.56,91895,0.84,11451,No,,0.0,740.0,5,Canara Bank,,Empanelled Valuer A,Clear,Yes,Not Applicable,Yes,17.0,Cash,Yes,DSA/Singh Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,34,No,No,No,No,No,No,No
HL202306774,28-03-2023,23-04-2023,09-05-2023,Santosh Shah,56.0,Female,Married,3.0,BYLTV7077T,5883 7421 3477,+91 7331565565,santosh.shah@rediffmail.com,Kochi,Kerala,720585.0,Self-Employed Business,Self,20.0,0,0.0,0.0,3451044.0,,,Purchase,Row House,16654116,11491340,0.69,5162776,Unknown,29,11.54,114608,0.43,1826,No,,0.0,719.0,4,IndusInd Bank,,Empanelled Valuer B,Conditional Clear,Yes,Yes,Yes,26.0,NEFT to Seller,Yes,DSA/Kumar Associates,Bounced,0,Closed,,CLEAN,0,,0,No,No,Yes,No,No,No,No,No,Yes,No,52,No,No,No,No,No,No,No
HL202405308,11-11-2024,28-11-2024,12-12-2024,Rajesh Tiwari,52.0,Male,Married,2.0,ZGHWR7629Y,6743 4260 7823,+91 9537877313,,Delhi,Delhi,138960.0,Self-Employed Professional,Self,19.0,154639,1855668.0,154062.0,1721006.0,1430423.0,,Construction,Independent House,19863694,12315490,0.62,7548204,Own Savings,24,7.94,95830,0.62,1823,No,,0.0,703.0,3,BOB,,Empanelled Valuer A,Clear,Yes,Not Applicable,Yes,25.0,NEFT to Seller,No,,Paid,61-90,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,108,No,No,No,No,No,No,No
HL201904159,02-04-2019,09-04-2019,29-04-2019,Alok Chauhan,30.0,Female,Married,0.0,KUETI6780N,5881 8693 5005,+91 8146050804,achauhan@gmail.com,Bangalore,Karnataka,353326.0,Self-Employed Business,Self,9.0,397233,4766796.0,387827.0,4941034.0,4447972.0,,Purchase,Independent House,18791983,13718147,0.73,5073836,Own Savings,23,9.06,118426,0.3,49636,Yes,Sarla Desai,438372.0,738.0,0,HDFC Bank,,Empanelled Valuer B,Clear,Yes,No,No,29.0,NEFT to Seller,No,,Paid,1-30,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,No,No,72,No,No,No,No,No,No,No
HL200900976,19-07-2009,27-07-2009,16-08-2009,Manju Mukherjee,32.0,Male,Married,0.0,RKQTI8794E,8858 6437 7077,+91 9178032710,manju_mukherjee@hotmail.com,Ludhiana,Punjab,258535.0,Salaried,SBI,18.0,55214,662568.0,48492.0,720613.0,511623.0,No,Extension,Row House,23706192,17305520,0.73,6400672,Own Savings,23,9.25,151606,2.75,5408,Yes,Amit Pillai,,717.0,4,HDFC Bank,,Empanelled Valuer B,Clear,Post-Sanction Only,Not Applicable,Yes,30.0,NEFT to Builder,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,37,No,No,No,No,No,No,No
HL200904489,03-02-2009,10-02-2009,15-02-2009,Girish Iyer,51.0,Male,Divorced,1.0,FKMSG7582M,7492 6800 3246,+91 8517385419,girishiyer672@yahoo.com,Visakhapatnam,Andhra Pradesh,247851.0,Salaried,Indian Oil Corporation,9.0,275173,3302076.0,250330.0,3457503.0,2742198.0,Yes,Construction,Plot+Construction,14953898,10168650,0.68,4785248,Own Savings,18,9.68,99587,0.36,11080,Yes,Sudha Dubey,580716.0,724.0,4,Union Bank,2+ DPD,Collusive Valuer,Clear,Post-Sanction Only,Yes,Yes,12.0,Cheque,No,,Delayed,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,108,No,No,No,No,No,No,No
HL202104520,09-12-2021,24-12-2021,03-01-2022,Geeta Gupta,24.0,Male,Widowed,2.0,EMGGM8780G,9754 3954 6435,+91 8927183015,geeta.gupta@outlook.com,Coimbatore,Tamil Nadu,255015.0,Government,Dr Reddy's Labs,9.0,123823,1485876.0,108610.0,1399686.0,1265371.0,No,Construction,Plot+Construction,6583165,5069037,0.77,1514128,Own Savings,7,12.03,89563,0.72,5038,Yes,Ashok Roy,545652.0,695.0,1,Canara Bank,,Empanelled Valuer B,Clear,Yes,Yes,Partial,18.0,NEFT to Seller,Yes,DSA/Mishra Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,63,No,No,No,No,No,No,No
HL200603706,10-05-2006,24-05-2006,02-06-2006,Ajay Rao,32.0,Female,Married,3.0,DILUG7733L,2611 3276 7956,+91 9977169009,arao@outlook.com,Vadodara,Gujarat,152605.0,Self-Employed Professional,Self,,245226,2942712.0,224965.0,2810534.0,2908131.0,,Balance Transfer,Row House,13361766,8818765,0.66,4543001,Own Savings,8,8.59,127328,0.52,33541,No,,0.0,769.0,1,BOB,Written Off,Empanelled Valuer B,Conditional Clear,Post-Sanction Only,No,No,10.0,Partial Cash,No,,Paid,0,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,85,No,No,No,No,No,No,No
HL200603639,19-03-2006,28-03-2006,16-04-2006,Ravi Mishra,45.0,Female,Married,0.0,VBUCD6864N,5494 7465 1239,+91 7939810425,ravi70@rediffmail.com,Ghaziabad,Uttar Pradesh,648460.0,Self-Employed Business,Self,18.0,267114,3205368.0,230483.0,3511818.0,2661505.0,,Purchase,Villa,12070237,7604249,0.63,4465988,Own Savings,29,9.01,61660,0.23,3826,No,,0.0,753.0,1,BOB,,Empanelled Valuer B,Clear,Yes,No,Yes,,Cheque,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,70,No,No,No,No,No,No,No
HL202108990,26-02-2021,20-03-2021,23-03-2021,Sarla Khanna,32.0,Male,Married,3.0,WVMAQ3298M,8323 3968 1942,+91 7408945545,sarla_khanna@rediffmail.com,Chennai,Tamil Nadu,310906.0,Salaried,Tech Mahindra,8.0,59061,708732.0,52812.0,731730.0,601833.0,No,Repair/Renovation,Flat/Apartment,17100526,10431320,0.61,6669206,Own Savings,9,10.59,150212,2.54,7655,No,,0.0,762.0,0,,,Empanelled Valuer A,Minor Observations,Yes,Yes,Yes,13.0,NEFT to Seller,Yes,DSA/Shah Associates,Delayed,1-30,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,59,No,No,No,No,No,No,No
HL202108042,20-02-2021,22-03-2021,26-03-2021,Poonam Joshi,26.0,Female,Single,0.0,VQYUZ7513X,6693 2063 6207,+91 7903695428,pjoshi@rediffmail.com,Kochi,Kerala,342631.0,Self-Employed Professional,Self,14.0,446111,5353332.0,412594.0,4915335.0,,,Construction,Row House,21241470,16568346,0.78,4673124,Own Savings,12,10.36,201465,1.25,355882,Yes,Priya Ghosh,742356.0,680.0,7,BOB,,Empanelled Valuer A,Clear,Post-Sanction Only,Yes,,,Cash,No,,Paid,0,NPA,,LOAN_STACKING,1,7 bureau enquiries in 30 days; high existing obligations,0,No,No,No,No,No,No,No,Yes,Yes,No,120,No,No,No,No,No,No,No
HL201309473,30-04-2013,22-05-2013,06-06-2013,Sunil Das,35.0,Female,Married,4.0,ZTHPL6941X,4018 2255 5834,+91 8515227742,sunil_das@hotmail.com,Ludhiana,Punjab,204020.0,Salaried,Dr Reddy's Labs,5.0,156670,1880040.0,141009.0,1826867.0,1427650.0,Yes,Extension,Plot+Construction,14410016,10375211,0.72,4034805,Family Gift,24,12.34,112606,0.72,8484,No,,0.0,706.0,6,Union Bank,,Collusive Valuer,Conditional Clear,Yes,Yes,Yes,30.0,NEFT to Seller,Yes,DSA/Verma Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,45,No,No,No,No,No,No,No
HL201806792,01-10-2018,11-10-2018,19-10-2018,Suresh Saxena,60.0,Female,Married,1.0,QPMAK7104K,5439 3122 1044,+91 8985290108,suresh.saxena@outlook.com,Hyderabad,Telangana,566975.0,Salaried,Paytm,20.0,56985,683820.0,56809.0,711354.0,613283.0,No,Extension,Flat/Apartment,30115780,22887992,0.76,5791888,Third Party,6,9.27,333069,5.84,2544,No,,0.0,695.0,5,BOB,1 DPD,Empanelled Valuer A,Clear,Post-Sanction Only,Not Applicable,Partial,,Partial Cash,No,,Paid,1-30,Closed,,MONEY_LAUNDERING,1,Rapid early foreclosure; structured cash deposits just below ₹50K threshold; 3rd-party EMI payments,0,No,Yes,No,No,Yes,No,No,No,No,No,117,No,No,No,No,No,No,No
HL201506758,23-10-2015,04-11-2015,18-11-2015,Vandana Roy,25.0,Male,Married,0.0,XQEDB4959G,5749 3189 5044,+91 7945358595,vandana_roy@outlook.com,Ludhiana,Punjab,629988.0,Self-Employed Professional,Self,5.0,112770,1353240.0,98920.0,1309936.0,1233777.0,,Balance Transfer,Independent House,11337001,8162640,0.72,3174361,Own Savings,29,8.24,61757,0.55,15918,No,,0.0,717.0,0,Yes Bank,,Empanelled Valuer A,Clear,Yes,Yes,Yes,20.0,Cheque,No,,Paid,61-90,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,No,No,105,No,No,Yes,No,No,No,No
HL202409472,29-02-2024,09-03-2024,22-03-2024,Sunita Saxena,58.0,Male,Married,1.0,PTSTE7159N,3834 7889 6498,+91 9336657058,priya224@hotmail.com,Kochi,Kerala,401403.0,Self-Employed Professional,Self,19.0,148154,1777848.0,138841.0,1743436.0,1683673.0,,Construction,Plot+Construction,8374870,6699896,0.8,1674974,Family Gift,11,10.55,85980,0.58,3791,No,,0.0,764.0,0,Yes Bank,,Collusive Valuer,Conditional Clear,Post-Sanction Only,Not Applicable,No,20.0,NEFT to Seller,No,,Paid,0,NPA,,CLEAN,0,,1,No,No,No,No,No,No,No,No,No,No,78,No,No,No,No,Yes,No,No
HL201802560,25-05-2018,12-06-2018,01-07-2018,Ajay Dubey,41.0,Male,Married,,VMOHF1413Q,4426 4484 2437,+91 8260224084,ajaydubey359@rediffmail.com,Patna,Bihar,770897.0,Salaried,Dr Reddy's Labs,16.0,93234,1118808.0,,1151703.0,1080623.0,Yes,Extension,Independent House,16842979,11958515,0.71,4884464,Own Savings,20,10.6,120195,1.29,4530,No,,0.0,787.0,2,,1 DPD,Empanelled Valuer A,Clear,Yes,Not Applicable,,30.0,NEFT to Builder,No,,Paid,0,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,No,No,113,No,No,No,No,No,No,No
HL200803393,05-02-2008,20-02-2008,27-02-2008,Lata Das,31.0,Female,Married,3.0,DIWQB5930G,,+91 9393142650,ashok233@gmail.com,Bangalore,Karnataka,751629.0,Salaried,TCS,2.0,171475,2057700.0,151205.0,2132813.0,2015694.0,No,Balance Transfer,Villa,11412993,7190185,0.63,4222808,Own Savings,25,10.47,67734,0.4,6435,No,,0.0,783.0,0,ICICI Bank,,Empanelled Valuer A,Conditional Clear,Yes,Not Applicable,Yes,12.0,NEFT to Seller,Yes,DSA/Singh Associates,Delayed,0,Closed,,CLEAN,0,,1,No,No,No,No,No,No,No,No,Yes,No,49,No,No,No,No,No,No,No
HL200504030,28-12-2005,05-01-2006,,Kavita Patel,58.0,Female,Married,1.0,IYLOT8628F,5770 4679 4570,+91 8386451522,kavita_patel@outlook.com,Visakhapatnam,Andhra Pradesh,146183.0,Salaried,Zomato,18.0,263252,3159024.0,234547.0,3172384.0,2532381.0,No,Balance Transfer,Flat/Apartment,14415809,8937801,0.62,5478008,Own Savings,21,11.99,97242,0.37,3256,No,,0.0,695.0,0,SBI,,Empanelled Valuer A,Clear,Yes,Yes,Yes,13.0,NEFT to Builder,No,,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,77,No,No,No,No,No,No,No
HL202203625,15-03-2022,04-04-2022,07-04-2022,Vikas Khanna,44.0,Male,Married,0.0,UFLTG3736R,,+91 8090211087,vikas47@hotmail.com,Chennai,Tamil Nadu,545909.0,Self-Employed Professional,Self,11.0,415324,4983888.0,,4760049.0,4384638.0,,Balance Transfer,Plot+Construction,21825429,14404783,0.66,7420646,Own Savings,24,7.58,108721,0.26,27919,Yes,Naresh Yadav,612060.0,767.0,1,Union Bank,Written Off,Empanelled Valuer A,Clear,Yes,Yes,Yes,23.0,NEFT to Seller,Yes,DSA/Agarwal Associates,Paid,31-60,Written Off,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,93,No,No,No,No,No,No,No
HL201102211,07-02-2011,30-01-2011,03-02-2011,Meena Naidu,28.0,Female,Single,4.0,FTFRY4981O,6858 8579 7684,+91 7558368283,meena91@gmail.com,Ghaziabad,Uttar Pradesh,446636.0,Self-Employed Business,Self,7.0,368890,4426680.0,364601.0,4476807.0,3364504.0,,Purchase,Plot+Construction,22943256,15601414,0.68,7341842,Family Gift,11,8.5,182324,0.49,15597,Yes,Pushpa Chopra,982308.0,760.0,0,SBI,,Empanelled Valuer B,Minor Observations,No,Not Applicable,Yes,25.0,NEFT to Seller,Yes,DSA/Tiwari Associates,Paid,1-30,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,73,No,No,No,No,No,No,No
HL200700396,04-06-2007,15-06-2007,20-06-2007,Deepak Jain,60.0,Male,Married,3.0,OGXWF3785X,9521 9273 8405,+91 7700688432,,Hyderabad,Telangana,210704.0,Salaried,,1.0,256612,3079344.0,238460.0,2785516.0,3060993.0,Yes,Construction,Villa,12397094,7934140,0.64,4462954,Family Gift,29,10.88,75187,0.74,14932,No,,0.0,733.0,1,Yes Bank,,Empanelled Valuer A,Clear,Yes,No,Yes,16.0,NEFT to Builder,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,38,No,No,No,No,No,No,No
HL201305248,28-01-2013,21-02-2013,12-03-2013,Manish Nair,40.0,Female,Married,0.0,FLWCA6340Y,6857 2902 1727,+91 7681711650,manish14@rediffmail.com,Surat,Gujarat,392009.0,Salaried,Shiv Shakti Pvt Ltd,1.0,408556,4902672.0,209938.0,5153291.0,3817671.0,No,Balance Transfer,Villa,17576340,11776147,0.67,5800193,Sale of Asset,30,10.84,110725,0.27,10228,Yes,Manish Sinha,756636.0,687.0,0,PNB,,Empanelled Valuer A,Minor Observations,Yes,Yes,Yes,15.0,NEFT to Builder,Yes,DSA/Shukla Associates,Paid,90+,Closed,,INCOME_FRAUD,1,Inflated CTC; employer phone resolves to mobile; ITR XML hash mismatch suspected,0,No,No,No,No,No,No,No,No,Yes,No,36,No,No,No,No,No,No,No
HL202201834,29-05-2022,24-06-2022,01-07-2022,Sunil Desai,30.0,Male,Single,3.0,KKJJW2680V,3948 1702 1650,+91 8089262024,sunil_desai@gmail.com,Pune,Maharashtra,461745.0,Salaried,ITC Ltd,16.0,75378,904536.0,67491.0,,864326.0,Yes,Construction,Villa,3554273,2310277,0.65,1243996,Own Savings,26,11.31,23006,0.31,7635,Yes,Lata Shukla,1003596.0,776.0,1,Axis Bank,,Third Party Valuer,Clear,Post-Sanction Only,Yes,Yes,29.0,NEFT to Builder,Yes,DSA/Patil Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,98,No,No,No,No,No,No,No
HL201200752,28-06-2012,16-07-2012,05-08-2012,Rohit Goel,53.0,Female,Married,3.0,FYEBR7162C,3141 2646 4893,+91 9323557645,rohit_goel@gmail.com,Ludhiana,Punjab,741538.0,Government,ONGC,7.0,33597,403164.0,29040.0,363355.0,378295.0,Yes,Repair/Renovation,Flat/Apartment,11914704,9174322,0.77,2740382,Sale of Asset,10,9.65,119468,0.89,3871,No,,0.0,747.0,5,,2+ DPD,Empanelled Valuer B,Minor Observations,Yes,Yes,Yes,16.0,NEFT to Seller,Yes,DSA/Mehta Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,99,No,No,No,No,No,No,No
HL201309940,08-07-2013,27-07-2013,04-08-2013,Anita Tiwari,26.0,Male,Married,2.0,USIVL5560U,8013 8186 5006,+91 8050461246,anita.tiwari@gmail.com,Patna,Bihar,335937.0,Self-Employed Business,Self,1.0,31572,378864.0,29417.0,390488.0,287975.0,,Repair/Renovation,Independent House,12129397,7398932,0.61,4730465,Own Savings,6,8.81,132673,4.2,4096,No,,0.0,692.0,3,Union Bank,1 DPD,Collusive Valuer,Minor Observations,Yes,Yes,Yes,15.0,NEFT to Builder,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,86,No,No,No,No,No,No,No
HL202108490,01-07-2021,30-07-2021,07-08-2021,Geeta Reddy,46.0,Male,Married,4.0,POXNO8339X,6313 7598 2705,+91 8535051804,geeta11@rediffmail.com,Surat,Gujarat,342750.0,Salaried,HDFC Bank,17.0,0,0.0,0.0,3559603.0,2575324.0,No,Balance Transfer,Villa,20912013,14847529,0.71,6064484,Own Savings,29,8.56,115660,0.41,8815,Yes,Vijay Bose,330564.0,704.0,0,PNB,2+ DPD,Empanelled Valuer A,Adverse,Post-Sanction Only,Not Applicable,No,20.0,NEFT to Seller,Yes,DSA/Pillai Associates,Paid,0,NPA,,CLEAN,0,,0,No,No,Yes,No,No,No,No,No,Yes,No,118,No,No,No,No,No,No,No
HL202100204,28-06-2021,15-07-2021,01-08-2021,Kishore Srivastava,24.0,Male,Married,4.0,FEBKZ1555T,3882 9884 8096,+91 8960242869,ksrivastava@rediffmail.com,Pune,Maharashtra,745016.0,Self-Employed Business,Self,17.0,303440,3641280.0,263022.0,3733088.0,3607079.0,,Repair/Renovation,Flat/Apartment,7319405,4538031,0.62,2781374,Family Gift,16,11.7,52375,0.17,14674,Yes,Rahul Mehta,798696.0,703.0,2,IndusInd Bank,1 DPD,Empanelled Valuer A,Minor Observations,Yes,Yes,Partial,27.0,NEFT to Seller,Yes,DSA/Shah Associates,Paid,61-90,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,26,No,No,No,No,No,No,No
HL202100309,26-06-2021,16-07-2021,29-07-2021,Alok Goel,37.0,Male,Married,2.0,BNVCZ1980E,2567 2865 7402,+91 8792799096,alok.goel@yahoo.com,Kanpur,Uttar Pradesh,773341.0,Self-Employed Professional,Self,5.0,251887,3022644.0,220305.0,2814270.0,2553039.0,,Purchase,Independent House,24340229,17768367,0.73,6571862,Sale of Asset,9,9.83,248522,0.99,35027,Yes,Vijay Pillai,873768.0,780.0,5,,,Empanelled Valuer A,Clear,Yes,No,Yes,12.0,Cheque,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,69,No,No,No,No,No,No,No
HL202008732,07-02-2020,27-02-2020,,Poonam Das,50.0,Male,Single,1.0,DQOEX4721L,4422 1238 6283,+91 7801327909,pdas@outlook.com,Hyderabad,Telangana,789183.0,Self-Employed Professional,,7.0,390551,4686612.0,368123.0,4649530.0,4412698.0,,Purchase,Row House,24545386,15954500,0.65,8590886,Family Gift,21,8.21,133016,0.34,36373,Yes,Deepak Desai,453060.0,739.0,1,Kotak Bank,1 DPD,Third Party Valuer,Clear,Yes,Yes,Yes,14.0,NEFT to Seller,No,,Paid,1-30,Active,,CLEAN,0,,0,No,No,No,Yes,No,No,No,No,Yes,No,112,No,No,No,No,No,No,No
HL201407999,16-06-2014,28-06-2014,08-07-2014,Bharat Goel,29.0,Female,Married,4.0,EQURO7944Z,9635 9928 1940,+91 9390421026,,Patna,Bihar,488592.0,Salaried,,5.0,246488,2957856.0,212658.0,2704774.0,2728019.0,Yes,Repair/Renovation,Flat/Apartment,20012953,14009067,0.7,6003886,Family Gift,11,12.05,192029,0.78,19466,Yes,Kishore Yadav,1162716.0,792.0,1,,,Empanelled Valuer A,Clear,Yes,Not Applicable,Yes,13.0,NEFT to Builder,Yes,DSA/Nair Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,38,No,No,No,No,No,No,No
HL201903170,15-05-2019,22-05-2019,25-05-2019,Priya Gupta,29.0,Female,Married,1.0,ZJGSE5839H,8800 1516 9288,+91 8518028683,priyagupta@outlook.com,Delhi,Delhi,728808.0,Salaried,L&T Construction,4.0,216019,2592228.0,185775.0,,2439884.0,No,Construction,Flat/Apartment,16679440,10508047,0.63,6171393,Own Savings,7,11.25,181307,0.84,8759,No,,0.0,775.0,0,PNB,,Collusive Valuer,Minor Observations,Yes,Not Applicable,Partial,11.0,NEFT to Builder,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,42,No,No,No,No,No,No,No
HL200804331,17-09-2008,16-10-2008,19-10-2008,Dinesh Joshi,44.0,Male,Married,2.0,UKEDB3087Q,5812 9427 9097,+91 8660790446,dinesh_joshi@gmail.com,Ghaziabad,Uttar Pradesh,150076.0,Self-Employed Professional,,8.0,392685,,,4520823.0,4663148.0,,Purchase,Independent House,22594892,17172117,0.76,5422775,Family Gift,9,10.54,246810,0.63,1259,No,,0.0,761.0,0,,1 DPD,Empanelled Valuer B,Clear,No,Not Applicable,Yes,16.0,Cheque,No,,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,25,No,No,No,No,No,No,No
HL200507962,01-07-2005,26-07-2005,08-08-2005,Ashok Dubey,58.0,Female,Married,4.0,SJBLM2608R,3804 2208 2925,+91 9259634480,deepak387@rediffmail.com,Coimbatore,Tamil Nadu,350997.0,Salaried,ONGC,7.0,105405,1264860.0,109589.0,1361411.0,1121268.0,No,Construction,Flat/Apartment,14657250,8940922,0.61,5716328,Own Savings,9,9.07,121418,1.15,8961,No,,0.0,748.0,3,BOB,,Empanelled Valuer B,Adverse,Yes,Yes,Yes,21.0,Cash,Yes,DSA/Sinha Associates,Delayed,0,Active,,CLEAN,0,,1,No,No,No,No,No,No,No,No,Yes,No,81,No,No,No,No,No,No,No
